#,Player,UUID,Country,Role,Bowling Style,Bowl Balls,Wickets,Economy,Bat Innings,Bat Runs,Style
1514,R Dhakal,8399a7af,Nepal,Batter,,156,6,7.54,2,6,nan
1515,Ammar Khalid,af98bf5b,Canada,Batter,,156,12,6.35,0,0,nan
1516,Yair Nagavkar,138e30ab,Israel,Batter,,154,8,6.23,6,51,nan
1517,O Isiyaku,4a0a532f,Nigeria,Batter,,154,10,5.92,2,5,nan
1518,P Parameswaran,0c432afb,,Batter,,154,9,8.3,2,1,nan
1519,MD Gunathilaka,509a7ca1,Sri Lanka,Batter,,153,6,7.1,66,1414,nan
1520,G Mckeon,31366b7e,France,Batter,,153,8,5.84,23,750,nan
1521,Syed Aqeel Israr,4286e899,Ghana,Batter,,153,8,5.29,7,14,nan
1522,K Kato-Stafford,e03ca117,Japan,Batter,,152,16,4.18,8,55,nan
1523,DP Vijaykumar,acd4f5dc,,Batter,,152,4,7.5,1,1,nan
1524,JR Coleman,de6efa4a,Australia,Batter,,152,11,6.63,0,0,nan
1525,PC Valthaty,25eeb281,Pakistan,Batter,,151,7,7.91,23,505,nan
1526,Farhad Reza,4948a447,Bangladesh,Batter,,151,5,9.85,8,65,nan
1527,P Jayawickrama,b7d1eadd,Sri Lanka,Batter,,151,5,7.71,2,2,nan
1528,TL Suman,aaa1b522,,Batter,,150,6,7.76,39,676,nan
1529,T Nightingale,51a125b3,Guernsey,Batter,,150,4,6.6,28,523,nan
1530,GT Taylor,c674f722,Bahamas,Batter,,150,8,8.4,17,180,nan
1531,MP Ainsworth,ae4a47d8,Hungary,Batter,,150,8,7.08,11,179,nan
1532,Abubacarr Kuyateh,0ec45a9a,Gambia,Batter,,150,6,7.68,8,51,nan
1533,Jonte Smith,ae4d0b45,Bermuda,Batter,,150,12,5.4,7,37,nan
1534,Mayank Nagayach,e401f8a5,Luxembourg,Batter,,150,1,7.52,7,39,nan
1535,SB Bangar,0604ef16,India,Batter,,150,4,8.48,7,49,nan
1536,KB Ahir,214cf493,Panama,Batter,,150,9,7.16,6,14,nan
1537,KAR Hodge,49dc9cb4,Australia,Batter,,150,4,8.48,6,48,nan
1538,S Bhari,28c7d721,Nepal,Batter,,150,8,7.28,4,1,nan
1539,RA Abolarin,ed524599,Nigeria,Batter,,150,9,4.48,4,28,nan
1540,MG Hogan,5da34add,Australia,Batter,,150,5,8.16,4,13,nan
1541,S Colombage,4b6f6b73,,Batter,,150,8,7.96,4,33,nan
1542,TK Patel,95fcbfb7,United States of America,Batter,,150,12,6.96,3,17,nan
1543,Muhammad Fahim,5c57229d,Belgium,Batter,,150,3,7.52,3,18,nan
1544,BK Stroud,6577a6ad,St Helena,Batter,,150,7,5.52,3,21,nan
1545,DM Dupavillon,7cb2d9d2,India,Batter,,150,10,8.12,3,12,nan
1546,Salman Nazar,679af2e2,Canada,Batter,,150,12,5.96,1,10,nan
1547,SCG MacGill,60dac349,Australia,Batter,,150,7,6.48,1,6,nan
1548,AM Salvi,260fd380,,Batter,,150,7,7.6,0,0,nan
1549,Ma Qiancheng,91cc319d,China,Batter,,149,5,6.48,6,3,nan
1550,Anand Rajan,d2340a43,,Batter,,149,8,7.57,0,0,nan
1551,C Wickramasinghe,a5c48ed1,Sri Lanka,Batter,,148,8,9.32,11,203,nan
1552,RG Aga,2fdd16fe,Kenya,Batter,,148,11,5.35,11,152,nan
1553,Hunain Shah,3b8679bf,Pakistan,Batter,,148,8,8.68,6,9,nan
1554,Mohammed Irshad,1a54d618,Qatar,Batter,,147,14,7.63,11,114,nan
1555,DC Delany,0f9c9d1d,Ireland,Batter,,147,7,7.71,1,0,nan
1556,S di Bartolomeo,823a57a9,Italy,Batter,,147,13,5.14,1,2,nan
1557,Haider Butt,14fd10b5,Bahrain,Batter,,146,12,7.44,54,1324,nan
1558,G Venkateswaran,a4bcaba7,Luxembourg,Batter,,146,7,9.7,14,196,nan
1559,KTH Ratnayake,4eb02f2e,,Batter,,146,7,6.74,6,37,nan
1560,Izatullah Dawlatzai,f96933f0,Germany,Batter,,145,5,5.92,1,24,nan
1561,TAM Siriwardana,bf7842c9,Sri Lanka,Batter,,144,8,8.88,22,303,nan
1562,Rizwan Cheema,3a026eb4,Canada,Batter,,144,5,7.5,16,141,nan
1563,Kim Daeyeon,4a51c045,South Korea,Batter,,144,10,8.04,16,100,nan
1564,S Tosic,1c40f69f,Serbia,Batter,,144,8,10.67,14,131,nan
1565,LC Le Tissier,c471750e,Guernsey,Batter,,144,10,5.54,11,125,nan
1566,BS Stephenson,db571b24,Belize,Batter,,144,7,5.83,11,164,nan
1567,Robert Raina,8e38d470,Thailand,Batter,,144,16,5.62,9,110,nan
1568,JA Davies,5cdf8304,,Batter,,144,7,6.96,9,66,nan
1569,Andre Jarju,53dd7d8e,Gambia,Batter,,144,7,9.5,8,30,nan
1570,M Vandrasi,e82543d5,Czech Republic,Batter,,144,9,7.04,8,164,nan
1571,Sami Ullah,ad05692c,Romania,Batter,,144,12,6.5,7,105,nan
1572,F Khaliq,c17dcc29,Belgium,Batter,,144,8,5.79,7,76,nan
1573,MMR Obili,88228580,Estonia,Batter,,144,4,6.92,6,21,nan
1574,LA Simango,16084b50,Mozambique,Batter,,144,9,6.17,6,25,nan
1575,Kawsar Khan,a14b3bc0,Brazil,Batter,,144,10,5.25,6,69,nan
1576,R Hashu,a53029a1,Portugal,Batter,,144,17,6.42,6,89,nan
1577,R Athapaththu,3465e307,Romania,Batter,,144,11,6.88,5,47,nan
1578,Ali Hussain,b8fe81be,Romania,Batter,,144,3,9.0,4,16,nan
1579,MGSM Fernando,658c2e71,Italy,Batter,,144,9,4.83,3,24,nan
1580,Ronald Ebanks,e21ef7ec,Cayman Islands,Batter,,144,10,4.21,3,2,nan
1581,Imran Haider,0226b73a,United Arab Emirates,Batter,,144,5,8.08,2,4,nan
1582,DJ Pattinson,3fe2db87,,Batter,,144,6,7.33,2,8,nan
1583,Ibtisam Sheikh,a6fc52a9,Pakistan,Batter,,144,9,7.38,1,2,nan
1584,JL Carter,0a9d8b61,West Indies,Batter,,143,4,9.31,46,725,nan
1585,R Kumar,2df874e6,Romania,Batter,,143,3,9.48,4,42,nan
1586,KA Bazil,d22287a8,Cayman Islands,Batter,,143,5,8.77,3,4,nan
1587,V Sehwag,8ba8195d,India,Batter,,142,6,10.39,121,3114,nan
1588,Taher Muhammad,68832922,Slovenia,Batter,,142,4,9.89,12,88,nan
1589,A Rangaswamy,08df0bd3,Botswana,Batter,,142,11,5.15,5,13,nan
1590,N Zimonjic,638f451b,Serbia,Batter,,141,10,10.89,16,117,nan
1591,M Jobarteh,4a2ce060,Gambia,Batter,,141,6,8.21,6,26,nan
1592,PKD Chase,8c2aa0f9,Ireland,Batter,,141,8,9.66,2,2,nan
1593,BDH Stevens,f8035c2a,Jersey,Batter,,140,10,6.51,12,199,nan
1594,F Hand,e3fe4b49,Ireland,Batter,,140,5,9.34,8,27,nan
1595,Tashi Dorji,0f05655d,Bhutan,Batter,,140,8,5.49,7,65,nan
1596,KJ Ferrary,81898acc,Gibraltar,Batter,,140,11,6.3,6,97,nan
1597,R Sandeep,175937f6,Eswatini,Batter,,140,5,4.8,6,46,nan
1598,R Sathish,626c5379,India,Batter,,139,3,9.8,24,270,nan
1599,YP Dayal,990f1424,Suriname,Batter,,139,4,6.65,8,83,nan
1600,RR Raje,5f4e9e8f,India,Batter,,139,6,8.59,5,20,nan
1601,Syed Maisam Ali,e204b898,Portugal,Batter,,139,15,5.35,4,31,nan
1602,K Khejroliya,fa2f1dde,India,Batter,,139,6,10.14,0,0,nan
1603,CS MacLeod,9c376401,Scotland,Batter,,138,3,7.74,48,930,nan
1604,K Motlanka,21549344,Botswana,Batter,,138,10,6.91,44,969,nan
1605,Junaid Aziz,c39ee9e0,Bahrain,Batter,,138,14,7.87,44,649,nan
1606,Mohammad Ashraful,2bb09eb2,Bangladesh,Batter,,138,8,8.87,21,384,nan
1607,JF Mooney,aae9ce90,Ireland,Batter,,138,10,6.26,16,176,nan
1608,HB Dickson,e8c95491,Cook Islands,Batter,,138,6,4.96,13,278,nan
1609,CT Mutombodzi,26f12506,Zimbabwe,Batter,,138,5,7.3,12,113,nan
1610,Sidhant Singh,8f1e023f,Singapore,Batter,,138,6,8.87,9,178,nan
1611,Aslan Jafri,a14b5f3c,Singapore,Batter,,138,9,7.65,9,77,nan
1612,S Waqas Ahmed,fb27d38c,Norway,Batter,,138,8,6.43,8,56,nan
1613,D Rawat,cda3625c,Costa Rica,Batter,,138,8,7.0,8,96,nan
1614,Abdullah Jasat,5a42db78,Panama,Batter,,138,7,7.13,7,35,nan
1615,Saeed Waqar Ali,1a353572,Slovenia,Batter,,138,6,10.09,7,16,nan
1616,HL Harji,29663fda,Seychelles,Batter,,138,5,7.52,6,19,nan
1617,TS Waqavakatoga,039cabd9,Fiji,Batter,,138,5,7.3,5,43,nan
1618,SP Gauchan,2d8aae2f,Nepal,Batter,,138,6,5.43,5,13,nan
1619,P Nedeljkovic,87e87dd2,Serbia,Batter,,138,5,5.91,4,25,nan
1620,V Jatinder Kumar,72ef2c6b,Germany,Batter,,138,6,6.48,4,18,nan
1621,E Ndubudem,f3e65a4b,Nigeria,Batter,,138,7,5.04,4,7,nan
1622,Yudhvir Singh,4885bbe6,,Batter,,138,8,10.52,4,22,nan
1623,Zohaib Khan,a3a1c7ef,Pakistan,Batter,,138,3,8.3,4,18,nan
1624,M Ansari,681af475,Oman,Batter,,138,6,8.26,3,5,nan
1625,CD de Lange,e6d298e8,Scotland,Batter,,138,7,5.35,2,34,nan
1626,PRP Boissevain,a300e810,Netherlands,Batter,,138,6,8.48,2,7,nan
1627,Mohammad Asaduzzaman,11406bad,Finland,Batter,,138,4,6.96,2,1,nan
1628,S Ladda,fb693839,,Batter,,138,5,9.57,2,0,nan
1629,CS Martin,05e0fab5,New Zealand,Batter,,138,7,8.09,1,5,nan
1630,TJ Draca,88fac705,Italy,Batter,,138,8,4.87,0,0,nan
1631,Bilal Ahmad Mir,2237eb05,South Korea,Batter,,137,9,8.36,8,89,nan
1632,A Khan,e27cff77,Denmark,Batter,,137,7,6.26,7,49,nan
1633,Prince Yadav,80b2fb19,,Batter,,137,3,9.55,2,5,nan
1634,Mayank Dagar,a457cfb5,India,Batter,,137,2,8.67,1,0,nan
1635,KS Williamson,d027ba9f,New Zealand,Batter,,136,6,8.43,176,4841,nan
1636,VR Iyer,a24be938,India,Batter,,136,8,9.44,63,1601,nan
1637,J Jarvis,ab54f9e7,Scotland,Batter,,136,11,8.29,7,60,nan
1638,PK Mohanarangam,d73891ad,Mexico,Batter,,136,12,3.35,6,58,nan
1639,Imran Khan (1),195fb6db,Pakistan,Batter,,136,5,8.91,1,0,nan
1640,Mohamed Turay,019d7ef5,Sierra Leone,Batter,,135,7,7.16,7,16,nan
1641,G Singh,e93b6c95,Suriname,Batter,,134,8,4.61,25,433,nan
1642,Arslan Amjad,c228c52d,Estonia,Batter,,134,12,9.9,23,337,nan
1643,AS Mehmi,4612619b,Greece,Batter,,134,5,7.34,9,70,nan
1644,CE McConchie,d285acaf,New Zealand,Batter,,134,7,7.21,9,100,nan
1645,JG Bethell,3c55c703,England,Batter,,133,8,8.03,28,654,nan
1646,Z Shurentsetseg,45c6afaf,Mongolia,Batter,,133,5,9.38,11,20,nan
1647,Zohaib Sarwar,bd3cecc6,Portugal,Batter,,133,6,8.08,9,80,nan
1648,KM Asif,798cc28e,India,Batter,,133,7,9.83,1,0,nan
1649,Abdul Waheed,23fa9ea9,Saudi Arabia,Batter,,132,5,6.86,45,1180,nan
1650,Mohammad Aadil Alam,70ced7f2,Nepal,Batter,,132,9,6.68,11,122,nan
1651,H Rashid,725c73f2,Eswatini,Batter,,132,5,7.95,11,99,nan
1652,Aslam Mohammad,67ae5a56,Greece,Batter,,132,5,5.77,9,171,nan
1653,Ali Nawaz,deef8879,Hungary,Batter,,132,10,10.64,9,94,nan
1654,AW Hawkins-Kay,8160713d,Jersey,Batter,,132,8,7.18,8,63,nan
1655,NT Gireesh,32190239,Cambodia,Batter,,132,9,7.23,8,28,nan
1656,DVD Madampage,f681fa6e,South Korea,Batter,,132,6,8.32,8,61,nan
1657,DK Dahyabhai Ahir,ce9ee68f,Panama,Batter,,132,6,5.14,6,34,nan
1658,Abdullah Rana,c4ab9b94,Switzerland,Batter,,132,14,8.0,5,42,nan
1659,Kamal Soukhiya,64457c72,Luxembourg,Batter,,132,5,7.73,5,33,nan
1660,B Dugic,5edaa34d,Serbia,Batter,,132,8,10.27,4,7,nan
1661,Sachin Kumar,b76b2d25,Bahrain,Batter,,132,7,8.68,4,26,nan
1662,SM Warnakulasuriya,8a5a8cf0,France,Batter,,132,10,6.68,4,24,nan
1663,Dhananjay Rao,6a11facf,Hong Kong,Batter,,132,7,6.36,3,5,nan
1664,Ali Sheikh,fa4f5a0b,United States of America,Batter,,132,10,6.41,3,22,nan
1665,L Guthrie,b03303ca,Australia,Batter,,132,6,8.77,3,17,nan
1666,ACR Birch,9df3a2f4,,Batter,,132,7,8.59,3,7,nan
1667,JK Mukhiya,f8dcfe4e,Nepal,Batter,,132,7,6.59,2,6,nan
1668,GD Putland,9f54ae00,,Batter,,132,3,8.05,2,1,nan
1669,T Muzarabani,a945bb28,Zimbabwe,Batter,,132,5,9.68,1,0,nan
1670,GC Tonge,7d21eb9b,West Indies,Batter,,132,9,7.5,1,1,nan
1671,WER Somerville,74a1c1e3,Australia,Batter,,132,3,7.18,1,3,nan
1672,P Amarnath,6ad3a659,India,Batter,,132,7,10.73,0,0,nan
1673,M Syahadat Ramli,5efa8af3,Malaysia,Batter,,131,12,6.05,32,445,nan
1674,Fazil Rahman,d18b7f34,Malta,Batter,,131,13,6.69,5,7,nan
1675,Ahmed Wardak,3daaabaa,Germany,Batter,,131,9,6.23,3,40,nan
1676,Ziaurahman Shinwari,f1e7f97c,Austria,Batter,,131,9,6.46,1,0,nan
1677,S Chaudhary,24c1844e,Czech Republic,Batter,,130,7,7.25,4,23,nan
1678,Zahid Zadran,a819f6c8,Germany,Batter,,130,5,7.43,3,8,nan
1679,RR Joshi,a323465c,Canada,Batter,,130,5,7.98,2,9,nan
1680,Yusuf Ebrahim,2d5c6e88,Panama,Batter,,129,6,8.7,15,137,nan
1681,ZXM Vukusic,78a3ae4b,Croatia,Batter,,129,7,8.28,8,210,nan
1682,Ngawang Thinley,cc62ec8a,Bhutan,Batter,,129,12,7.44,7,25,nan
1683,Arif Ullah,740a5b6d,Malaysia,Batter,,129,8,7.95,1,5,nan
1684,BM Wheeler,397f4d3a,New Zealand,Batter,,128,7,9.0,3,37,nan
1685,Alam Nakash,90830f8d,South Korea,Batter,,127,6,6.66,9,76,nan
1686,Kuldeep Gurjar,2306b48a,South Korea,Batter,,127,10,8.74,8,49,nan
1687,Chen Zhuo Yue,47b33198,China,Batter,,127,5,8.08,8,36,nan
1688,JB Reva,6a685375,Papua New Guinea,Batter,,127,7,6.94,4,16,nan
1689,D Wabwire,a628a5c8,Uganda,Batter,,127,7,6.43,3,13,nan
1690,A Donovan,02888f23,Philippines,Batter,,126,3,6.67,13,357,nan
1691,Amoluk Singh,266473e2,Ghana,Batter,,126,5,6.24,12,258,nan
1692,AN Lascu,e2c882d1,Romania,Batter,,126,7,8.9,9,263,nan
1693,Marcelle Hanekom,dd26ae6e,Cambodia,Batter,,126,6,7.71,9,118,nan
1694,JA Thompson,1d2f290a,Australia,Batter,,126,9,8.76,9,52,nan
1695,Z Hoque,68f500c8,Thailand,Batter,,126,4,5.81,7,95,nan
1696,MD Dai,5be810ba,Papua New Guinea,Batter,,126,4,5.76,6,92,nan
1697,Rakibul Hasan,b75b7b09,Bangladesh,Batter,,126,7,7.05,6,32,nan
1698,P Vekaria,b68b1633,Rwanda,Batter,,126,3,7.14,6,55,nan
1699,TM Odoyo,2c13defe,Kenya,Batter,,126,9,4.67,6,58,nan
1700,Irfan Ahmed,5c124657,Hong Kong,Batter,,126,10,6.38,6,60,nan
1701,Saghir Khan,730d2283,United Arab Emirates,Batter,,126,10,7.9,5,54,nan
1702,HS Baidwan,7839bf3a,Canada,Batter,,126,7,6.57,5,52,nan
1703,CT Mumba,28496266,Zimbabwe,Batter,,126,3,8.71,4,39,nan
1704,Sareer Shah,f16953c5,Luxembourg,Batter,,126,4,8.57,4,2,nan
1705,A Ndlovu,3abe1ef6,Zimbabwe,Batter,,126,2,8.33,3,10,nan
1706,Ahsan Khan,4c72b407,Bulgaria,Batter,,126,5,9.81,3,11,nan
1707,D Ramani,dacf556b,Czech Republic,Batter,,126,7,7.62,2,5,nan
1708,CK Holder,f7c3d426,West Indies,Batter,,126,6,9.14,2,4,nan
1709,RM Duffield,7da44536,Australia,Batter,,126,5,8.81,1,1,nan
1710,Tamoor Sajjad,7bb926a7,Qatar,Batter,,125,4,7.34,6,167,nan
1711,A Chenthamara,e7e14ecc,Kuwait,Batter,,125,10,6.29,1,3,nan
1712,VN Veetil,3cf5a041,Qatar,Batter,,124,4,7.94,4,56,nan
1713,S Milenko,479f9b04,Australia,Batter,,123,9,10.0,32,333,nan
1714,RJ Nicol,8d8c24fd,New Zealand,Batter,,123,5,7.8,19,327,nan
1715,D Mullen,61da7440,Guernsey,Batter,,123,5,6.93,2,4,nan
1716,Ashwani Kumar,d45c29b1,India,Batter,,123,11,10.88,0,0,nan
1717,P Sharma,d047f983,Kenya,Batter,,122,5,6.1,25,369,nan
1718,DGAPD Wiswi,d3d096f5,Indonesia,Batter,,121,8,5.4,9,82,nan
1719,DJ Thornely,7d3937ed,Australia,Batter,,120,6,7.0,12,129,nan
1720,H Satheedevi,a17a9548,Croatia,Batter,,120,7,8.85,8,118,nan
1721,ND Stewart,16edfe47,West Indies,Batter,,120,5,9.05,8,24,nan
1722,Baljit Singh,39f0b039,Italy,Batter,,120,5,5.6,6,58,nan
1723,P Dakainivanua,5485c999,Fiji,Batter,,120,7,5.55,6,65,nan
1724,S Ravoka,ce7936a5,Fiji,Batter,,120,7,6.2,5,24,nan
1725,MW Parkinson,19708692,England,Batter,,120,7,9.6,4,5,nan
1726,JQK Moala,d77ddc9f,Fiji,Batter,,120,9,5.15,4,9,nan
1727,R Shukla,de4b0555,,Batter,,120,5,9.85,4,19,nan
1728,M Matthew,e9200997,West Indies,Batter,,120,4,7.85,4,35,nan
1729,M Faheem,7fc8bb18,Thailand,Batter,,120,8,6.0,3,3,nan
1730,Baz Aybui,58a7f842,Sweden,Batter,,120,7,6.7,3,8,nan
1731,IG Holland,4167f30b,United States of America,Batter,,120,8,4.1,3,47,nan
1732,S Dhakal,8955b928,Nepal,Batter,,120,2,8.0,3,0,nan
1733,N Tyagi,53984f75,Czech Republic,Batter,,120,5,7.8,3,6,nan
1734,JI de Villiers,3847ec84,Namibia,Batter,,120,3,8.15,3,2,nan
1735,NT Rajendran,e38e240a,Kuwait,Batter,,120,5,6.0,3,19,nan
1736,GD Drummond,5b8fffb4,Scotland,Batter,,120,4,7.45,3,38,nan
1737,Shahab Alam,cdd9fa95,Nepal,Batter,,120,4,9.4,2,0,nan
1738,Imran Yousaf,5e67d4e0,Saudi Arabia,Batter,,120,7,5.95,2,3,nan
1739,JO Ngoche,a9a4df9f,Kenya,Batter,,120,2,5.25,2,3,nan
1740,SD Parry,fdb8ed0d,England,Batter,,120,5,8.55,2,3,nan
1741,K Nadeeshan,778b9795,,Batter,,120,5,8.35,2,8,nan
1742,PR Brown,1efd12d1,England,Batter,,120,3,9.2,1,4,nan
1743,Abdul Majid,384cebed,Bahrain,Batter,,120,5,5.25,1,1,nan
1744,Elan Talker,bb939fa3,Israel,Batter,,120,6,7.35,1,4,nan
1745,Santiago Duggan,6876264c,Argentina,Batter,,120,5,4.6,1,1,nan
1746,Lovedeep Singh,a6e5e144,Cyprus,Batter,,120,6,5.75,0,0,nan
1747,WK McCallan,c942a53b,Ireland,Batter,,119,8,6.86,3,11,nan
1748,Ehsan Adil,210b05cb,Pakistan,Batter,,119,7,8.22,0,0,nan
1749,Toqeer Ahmad,d4f2a7b0,Denmark,Batter,,118,8,6.2,2,1,nan
1750,SW Masakadza,2182013e,Zimbabwe,Batter,,117,4,10.26,5,18,nan
1751,T Bokako,032e4384,Australia,Batter,,117,3,9.38,2,6,nan
1752,Sohail Ahmed,4db71b2e,Bahrain,Batter,,116,4,7.6,61,1596,nan
1753,Aaron Jones,17aa4f1d,United States of America,Batter,,116,7,7.09,51,864,nan
1754,P Pushparajan,a143d606,Malta,Batter,,116,7,7.29,10,265,nan
1755,PE Kruger,39181592,South Africa,Batter,,116,8,8.64,9,109,nan
1756,M Faraz Akram,38214163,Zimbabwe,Batter,,116,1,9.31,7,91,nan
1757,Kabir Berlia,5e5a45bd,Singapore,Batter,,115,8,8.35,5,47,nan
1758,S Tabuisulu,62708dce,Fiji,Batter,,115,3,7.3,3,4,nan
1759,M Podosky,c46999c7,Philippines,Batter,,114,3,7.05,32,551,nan
1760,Saqlain Arshad,71ad618b,Qatar,Batter,,114,6,7.26,32,552,nan
1761,AN Toube,7f929ebe,Cameroon,Batter,,114,5,6.95,15,55,nan
1762,Ibrahim Nashath,98514dce,Maldives,Batter,,114,6,6.0,13,86,nan
1763,I Elec,4d0d5b7d,Turkey,Batter,,114,6,6.11,11,88,nan
1764,DK Pallekonda,e77c9807,Slovenia,Batter,,114,6,10.16,9,30,nan
1765,Rameez Khan,ee86a890,Romania,Batter,,114,8,7.11,8,55,nan
1766,R Siriwardena,c3ba4942,Cyprus,Batter,,114,12,9.32,8,46,nan
1767,KR Ebanks,e52eb657,Cayman Islands,Batter,,114,3,8.63,7,20,nan
1768,OJ Webster,a69e2964,Isle of Man,Batter,,114,7,6.63,6,132,nan
1769,E Ernest,4a2159dc,Sierra Leone,Batter,,114,4,4.63,6,23,nan
1770,Luo Shilin,c251b048,China,Batter,,114,2,7.47,6,5,nan
1771,SM Tupou,a02b9f81,Fiji,Batter,,114,10,6.0,5,74,nan
1772,J Danikula,98e4af63,Croatia,Batter,,114,7,7.79,5,39,nan
1773,S Jegannathan,866e9f3d,Indonesia,Batter,,114,7,5.79,5,62,nan
1774,RML Taylor,7fa2ab1f,Scotland,Batter,,114,4,8.26,5,79,nan
1775,J Perman,125bba96,Spain,Batter,,114,5,6.53,4,43,nan
1776,RM West,d1761087,Ireland,Batter,,114,3,7.21,4,11,nan
1777,E Ochieng,b64e3749,Kenya,Batter,,114,4,8.47,3,18,nan
1778,CAH Stevenson,7239b60d,United States of America,Batter,,114,6,8.68,3,13,nan
1779,Muzahir Raza,60606200,Oman,Batter,,114,8,8.21,3,14,nan
1780,C Waiswa,18db3f22,Uganda,Batter,,114,10,7.11,2,20,nan
1781,S Tarawally,809ab8d4,Sierra Leone,Batter,,114,1,5.95,2,6,nan
1782,SS Shukla,576d6fdf,Bahrain,Batter,,114,7,5.11,2,6,nan
1783,WT Mubayiwa,2343b4bf,Zimbabwe,Batter,,114,5,4.58,1,3,nan
1784,Mehran Mumtaz,373838de,Pakistan,Batter,,114,5,6.26,1,0,nan
1785,JA Chohan,58be5e46,Australia,Batter,,114,4,7.16,1,5,nan
1786,Kamran Ahmadzai,afa2ebba,France,Batter,,113,6,7.7,10,203,nan
1787,A Maheshwari,3ec513ea,Croatia,Batter,,113,5,9.77,9,40,nan
1788,YYM Jakda,2e3dc859,Lesotho,Batter,,113,8,7.86,7,22,nan
1789,P Florin,c9c356e2,Romania,Batter,,113,12,6.27,5,23,nan
1790,S Sugaya-Slater,2d02f041,Japan,Batter,,113,5,6.64,4,13,nan
1791,LMP Simmons,89f64c19,West Indies,Batter,,112,7,9.7,197,5487,nan
1792,Sulaiman Ali,13bf1d91,Bulgaria,Batter,,112,6,8.79,11,139,nan
1793,S Sarthak,9f2c6cd3,Bahrain,Batter,,112,11,6.59,4,44,nan
1794,Z Pongolo,01698fee,Australia,Batter,,112,10,8.46,2,18,nan
1795,P Thongsa,62318525,Thailand,Batter,,111,9,6.65,16,122,nan
1796,AA Navicha,5c805a60,Mozambique,Batter,,111,9,7.19,15,218,nan
1797,V Ateak,65a60be7,Ghana,Batter,,111,7,6.97,2,6,nan
1798,BJ Bennett,eaa36b2a,Zimbabwe,Batter,,110,6,7.64,49,1494,nan
1799,AL Menaria,8291f939,India,Batter,,110,3,7.64,23,401,nan
1800,KJ Patel,d6b4e3e2,Seychelles,Batter,,109,4,6.17,3,8,nan
1801,Ankit Soni,f18ba07f,,Batter,,109,2,7.76,3,7,nan
1802,S Davizi,5787be00,Czech Republic,Batter,,108,5,7.83,29,910,nan
1803,T Musekiwa,06fc82b8,Zimbabwe,Batter,,108,8,5.39,28,295,nan
1804,Omar Rassol,6caae2dc,Bulgaria,Batter,,108,4,10.22,20,291,nan
1805,Zawar Farid,d07dbc28,United Arab Emirates,Batter,,108,3,8.22,13,157,nan
1806,R Panchal,91cd337c,Spain,Batter,,108,2,5.28,13,131,nan
1807,SKDT Madusanka,95c2d309,Seychelles,Batter,,108,7,9.33,13,224,nan
1808,Ghulam Abbas Butt,cc796077,Finland,Batter,,108,3,5.83,13,151,nan
1809,N Deonarine,caf1b14c,West Indies,Batter,,108,2,8.78,13,92,nan
1810,M Stanikzai,ad8d5827,Switzerland,Batter,,108,2,8.89,11,146,nan
1811,H Deshan,cdc9bbec,Switzerland,Batter,,108,7,7.5,11,222,nan
1812,AM Patel,a09323d8,Panama,Batter,,108,6,4.72,7,35,nan
1813,S Ravikumar,5597338d,Costa Rica,Batter,,108,7,5.56,7,89,nan
1814,Elias Tilman,53c35b3a,Timor-Leste,Batter,,108,4,8.11,7,12,nan
1815,A Conteh,97b9cb64,Gambia,Batter,,108,8,5.83,6,35,nan
1816,R Smith,0b91b5d5,Bahamas,Batter,,108,7,6.89,6,9,nan
1817,W Parker,607c846c,Australia,Batter,,108,1,10.0,6,47,nan
1818,E Packard,03b9ec54,Gibraltar,Batter,,108,2,7.11,5,45,nan
1819,Y Cariah,78bb68d4,West Indies,Batter,,108,3,9.28,5,81,nan
1820,Muhammad Shoaib Ahmed,2a13e6b1,Cyprus,Batter,,108,6,5.5,5,90,nan
1821,H Klazinge,e6bf8162,Namibia,Batter,,108,10,6.44,5,4,nan
1822,S Muthusamy,7dfb8890,South Africa,Batter,,108,5,7.06,5,24,nan
1823,Anasim Khan,e7353cbb,Bahrain,Batter,,108,6,7.89,4,38,nan
1824,W Behr,9a8f01b7,Germany,Batter,,108,8,5.89,4,19,nan
1825,PJ Ongondo,27cc4361,Kenya,Batter,,108,3,5.78,4,19,nan
1826,DV Macome,af4c15c5,Mozambique,Batter,,108,7,6.72,3,6,nan
1827,S Selvaraj,f70f8dbb,Tanzania,Batter,,108,3,6.39,3,27,nan
1828,H McKenzie,5222f5fa,Australia,Batter,,108,3,7.61,3,17,nan
1829,PM Pushpakumara,b529630e,,Batter,,108,8,7.11,3,12,nan
1830,O Muzondo,ffc308ee,Zimbabwe,Batter,,108,11,4.56,2,17,nan
1831,KAB Hynam-Nyberg,692ed48b,Samoa,Batter,,108,5,7.72,2,3,nan
1832,Asad Mohammad,89b7e368,Germany,Batter,,108,2,6.83,1,5,nan
1833,Yash Singh,7adc2d68,Malta,Batter,,108,5,7.67,1,3,nan
1834,CJ Rocchiccioli,aa3c7a7a,,Batter,,108,6,8.39,1,1,nan
1835,Muhammad Usman,45642393,United Arab Emirates,Batter,,107,3,6.62,36,709,nan
1836,TM Macalou,8a9320a1,Mali,Batter,,107,8,7.01,9,53,nan
1837,Luca Petre,b31d458f,Romania,Batter,,107,7,8.75,5,24,nan
1838,LAS Sebastien,a8333aa9,West Indies,Batter,,107,1,8.19,5,63,nan
1839,MP O'Dowd,b699df47,Netherlands,Batter,,106,4,8.32,84,2211,nan
