#,Player,Country,Role,Balls,Wickets,Economy,Style,UUID
455,JM Mennie,,Batter,252,12,9.67,,f048bb41
456,M Ozturk,,Batter,251,14,7.24,,d62f04f5
457,RDB Ahir,,Batter,251,15,6.69,,2f6f44bb
458,YA Abdulla,,Batter,251,17,7.91,,4353bba5
459,MJG Rippon,,Batter,250,15,6.74,,b03db6fa
460,CB Roposo,,Batter,250,17,6.17,,31f01815
461,T Thushara,,Batter,249,14,7.20,,b2ae53f5
462,Asif Shaikh,,Batter,248,11,6.17,,231daa19
463,AA Chavan,,Batter,248,8,7.69,,29d72eb2
464,Sheraz Sheikh,,Batter,247,14,7.38,,4aad6842
465,R Mangal,,Batter,247,17,7.80,,5360c9be
466,Abbas Ghani,,Batter,247,23,8.21,,a8f91f78
467,R Frylinck,,Batter,246,11,8.24,,8b248d88
468,TS Chisoro,,Batter,246,9,6.12,,4b2d6789
469,S Williams,,Batter,246,9,6.95,,7ae1aad9
470,Waseeq Ahmed,,Batter,246,14,6.83,,a7d6c101
471,NA Gordon,,Batter,246,13,8.88,,59377a7f
472,D Lakshan,,Batter,246,19,8.56,,0a2184d9
473,L Karlsson,,Batter,245,18,5.98,,90a41671
474,DG Weakley,,Batter,245,12,6.61,,224a9f5e
475,J Bishop,,Batter,245,11,7.30,,66162077
476,Faheem Nazir,,Batter,244,17,7.06,,7e00711f
477,A Dhingra,,Batter,243,12,7.80,,753ada66
478,E Beukes,,Batter,243,9,7.28,,fbb8cf87
479,GT Main,,Batter,242,19,7.91,,4ebc70ca
480,J Bulele,,Batter,242,16,6.50,,2dde3e62
481,KR Sen,,Batter,241,14,9.06,,2e78f685
482,CJ Chibhabha,,Batter,240,10,7.65,,f32dbc84
483,P Gheewala,,Batter,240,13,7.42,,3b22ee4e
484,OE Taylor,,Batter,240,24,6.30,,24a93558
485,Yasar Haroon,,Batter,240,11,5.75,,5a8dc41e
486,JJ van der Wath,,Batter,240,10,8.20,,6821ac10
487,Simarjeet Singh,,Batter,240,11,9.45,,30df8c66
488,Nikhil Chaudhary,,Batter,240,9,7.45,,1f84183a
489,N Madziva,,Batter,239,12,7.91,,4a36c370
490,K Vislapuu,,Batter,239,9,8.28,,04855b85
491,Zaheer Zahiri,,Batter,239,19,5.82,,62f6d8ce
492,TJ Murtagh,,Batter,239,11,6.90,,c89474d1
493,AL Fekete,,Batter,239,10,9.87,,029c4618
494,BV Vitori,,Batter,238,4,7.64,,37137c8b
495,Zeeshan Kukikhel,,Batter,237,15,7.95,,5d6a1f76
496,RK Kleinveldt,,Batter,236,12,7.98,,7955eb15
497,FD Adams,,Batter,235,11,7.89,,f277f531
498,Lucky Ali,,Batter,234,16,4.62,,28b032ac
499,M Jele,,Batter,234,15,6.15,,1a8cedc8
500,Garret Banner,,Batter,234,10,6.67,,ac1ddea1
501,Muhammad Farooq,,Batter,234,14,7.18,,8f3c6b8a
502,Muhammad Siddiqui,,Batter,234,13,7.38,,b46b3d9b
503,Shahrukh Quddus,,Batter,234,12,8.05,,a80cc0cc
504,Nilansh Keswani,,Batter,234,10,6.31,,424a7994
505,Naved-ul-Hasan,,Batter,234,19,7.13,,33f28243
506,V Nigam,,Batter,234,11,8.72,,5ffc0565
507,A Chandila,,Batter,234,11,6.21,,99b202b3
508,L Bowe,,Batter,234,11,8.38,,a5b71472
509,S Tyagi,,Batter,233,6,8.29,,c24a2c5d
510,D Abeyrathna,,Batter,232,15,6.75,,ee17d329
511,J Butler,,Batter,231,19,6.94,,efcb778e
512,F Mutua,,Batter,231,18,6.73,,21b67523
513,Rasikh Salam,,Batter,231,10,10.21,,b8527c3d
514,F O'Neill,,Batter,231,10,7.66,,39d608d4
515,Meet Bhavsar,,Batter,230,12,6.91,,b25a3800
516,Mohammad Atif,,Batter,230,14,4.38,,705b8c5c
517,Muhammad Saqlain,,Batter,229,18,7.07,,f094e3b8
518,AM Nayar,,Batter,229,9,8.15,,a45a5e8d
519,C Hemraj,,Batter,229,11,7.00,,9d450c28
520,AV Lalcheta,,Batter,228,6,6.84,,b858be20
521,Aftab Hussain,,Batter,228,16,6.11,,3c6b4b2b
522,Vishil Patel,,Batter,228,14,7.03,,3df8f9d5
523,N Salekar,,Batter,228,10,6.71,,54403333
524,Shah Faisal,,Batter,228,13,6.79,,4fe6be0c
525,RK Paudel,,Batter,227,13,6.42,,1a3cc554
526,HAM Shah,,Batter,227,19,6.21,,007113d7
527,Akhil Arjunan,,Batter,227,7,7.08,,2b203501
528,S Maduranga,,Batter,227,15,7.06,,68f24545
529,A Mene-Ejegi,,Batter,226,11,5.92,,e4f13acd
530,Ghulam Mudassar,,Batter,226,11,9.56,,667f678b
531,JM Vujinovich,,Batter,225,11,7.31,,99ad98b0
532,DE Johnson,,Batter,225,18,8.27,,c0babb93
533,W O'Rourke,,Batter,224,13,7.90,,cb9b8664
534,HA Varaiya,,Batter,224,10,6.08,,eeeebf82
535,C Viljoen,,Batter,223,20,6.00,,f7b2cbe8
536,Azyan Farhath,,Batter,223,19,5.76,,3e06e7ac
537,BP Adapaka,,Batter,223,9,6.86,,e6082b10
538,Parvez Rasool,,Batter,222,5,8.11,,9170ff49
539,Parveen Kumar,,Batter,222,10,5.57,,babc65d3
540,A Kalasi,,Batter,222,12,4.51,,8930a2a6
541,C Forshaw,,Batter,222,20,8.30,,0ed66ce6
542,MJ Clarke,,Batter,222,8,7.65,,f842c2cf
543,JM Muirhead,,Batter,222,12,7.49,,52f08be8
544,SJ Coyte,,Batter,222,7,6.76,,36769c31
545,Kashif Daud,,Batter,221,10,7.19,,24fcd95d
546,JB Abega,,Batter,221,13,6.76,,b7abb123
547,BG Lister,,Batter,221,11,8.23,,79f5bc26
548,S Sola,,Batter,221,10,7.33,,3f9feb1e
549,RR Sharan,,Batter,221,8,6.87,,7cff331d
550,TD Chaoana,,Batter,220,4,6.38,,16ddd36b
551,Jaswinder Singh,,Batter,220,15,7.45,,63aa8148
552,R Baaleri,,Batter,218,18,7.21,,26c9b5be
553,Nimish Lathief,,Batter,217,10,7.49,,b561e8ea
554,K Christie,,Batter,216,9,7.33,,65122d56
555,Shahid Mahmood,,Batter,216,8,8.97,,37753749
556,A Paul,,Batter,216,14,8.17,,fa308279
557,MJ Humphreys,,Batter,216,12,6.50,,2c54c49b
558,TL Cutler,,Batter,216,9,7.89,,384fa385
559,Javid Patel,,Batter,216,9,6.00,,06989091
560,KP Pietersen,,Batter,216,8,7.72,,39f01cdb
561,SR Clark,,Batter,216,13,6.19,,a3bfec5d
562,SM Harwood,,Batter,216,12,8.00,,63bff7f9
563,RM Haq,,Batter,216,16,6.78,,27159c6a
564,E Leie,,Batter,216,13,7.56,,a7bc76a0
565,KC Cariappa,,Batter,216,8,9.28,,edb3d4f8
566,Y Venugopal Rao,,Batter,216,6,9.14,,fe763256
567,KP Appanna,,Batter,216,9,7.72,,d92e42f5
568,HK Bennett,,Batter,215,10,8.54,,94238673
569,Muhammad Tanveer,,Batter,215,6,8.32,,aef39fe4
570,Tejwinder Singh,,Batter,215,13,5.53,,ad37baac
571,SKS Gill,,Batter,215,9,7.28,,faef026c
572,Nyeing Cham Soe,,Batter,215,15,7.51,,45b5ce8d
573,Anshuman Rath,,Batter,214,7,7.93,,552b228c
574,RN ten Doeschate,,Batter,214,12,7.04,,4ec07775
575,BN Toube,,Batter,214,13,8.10,,75f3aa00
576,G Chohan,,Batter,214,10,8.61,,b978780e
577,Vichanath Singh,,Batter,213,6,5.63,,dfa6db1a
578,DB Loic,,Batter,213,11,5.32,,01679383
579,BM Edmondson,,Batter,211,15,8.47,,b0b320a0
580,NJ Maddinson,,Batter,210,13,7.37,,44afbf2d
581,GSNFG Jayasuriya,,Batter,210,7,9.20,,b58b7db6
582,Manpreet Singh,,Batter,210,3,8.11,,e9d6a2ce
583,RK Kiseto,,Batter,210,11,7.14,,780d1997
584,Zain Ahmad,,Batter,210,16,6.49,,ea2c0aff
585,WG Jacks,,Batter,210,12,9.17,,9caf69a1
586,J Horrocks,,Batter,210,9,8.31,,1c8cd1c3
587,N Peter,,Batter,210,9,8.80,,212aeedd
588,M Vivekanandan,,Batter,210,9,9.60,,c4e205e4
589,Abdul Samad,,Batter,210,12,6.57,,21dbacff
590,Muhammad Burhan,,Batter,210,12,6.74,,a92609f2
591,Adam Senn,,Batter,210,5,5.80,,34c3f7b9
592,MR Gillespie,,Batter,210,10,6.80,,7d7ab238
593,Sohag Gazi,,Batter,210,4,8.26,,5a4c12ab
594,JK Fuller,,Batter,210,12,8.11,,dda5aae5
595,C Valente,,Batter,210,8,8.97,,137e7065
596,S Snater,,Batter,209,13,9.30,,a790df98
597,R Satheesan,,Batter,209,7,7.95,,1125ebe4
598,GC Galanis,,Batter,209,12,5.63,,db218528
599,WAE Burton,,Batter,209,9,8.04,,b0358c6d
600,M Shahbaz Butt,,Batter,209,14,5.66,,5ef3c310
601,M Choamba,,Batter,209,10,5.77,,5570c4c1
602,NK Yadav,,Batter,209,15,6.75,,737e595d
603,Mohammad Umar,,Batter,209,10,9.39,,feb6180d
604,Abdullah Mahmood,,Batter,208,13,6.29,,926c6d3c
605,M Deyal,,Batter,207,9,7.65,,7183799b
606,C Munro,,Batter,206,6,9.70,,af2c687b
607,GD Phillips,,Batter,206,9,8.04,,9a46c4e5
608,DJ Mitchell,,Batter,206,13,10.34,,eade4650
609,CM Akachukwu,,Batter,206,10,7.19,,e6581a17
610,Sher Sahak,,Batter,206,18,6.23,,8299b9a2
611,B Pondani,,Batter,206,10,6.12,,e5117568
612,Muhammad Murad,,Batter,206,11,7.51,,df3947f4
613,R Bakum,,Batter,205,13,7.32,,c74c583b
614,KS Airee,,Batter,205,15,5.88,,548d4188
615,Akash Singh,,Batter,205,9,9.45,,b483905d
616,VS Malik,,Batter,205,6,7.40,,5f26df4f
617,Ubaid Shah,,Batter,205,12,9.86,,cc535250
618,D Muhumuza,,Batter,204,9,6.65,,7636b587
619,JO Adedeji,,Batter,204,8,6.50,,abee08c7
620,RJ Hatchman,,Batter,204,5,11.06,,01c05b6c
621,B Niaz,,Batter,204,18,6.32,,b7824537
622,Gurpratap Singh,,Batter,204,16,5.97,,49235be5
623,Aziz Mohammad,,Batter,204,9,7.65,,b3e9555a
624,E Karimi,,Batter,204,13,6.15,,95bd9407
625,Pratis GC,,Batter,204,8,7.88,,c1077ba3
626,Owais Ahmed,,Batter,204,8,6.12,,cef52835
627,Aizaz Cheema,,Batter,204,14,6.91,,5441db8c
628,S Kaushik,,Batter,204,6,8.56,,1da489ff
629,HR Shokeen,,Batter,204,5,8.79,,0c9652b0
630,V Pratap Singh,,Batter,204,10,8.50,,d718440b
631,Karanveer Singh,,Batter,204,12,9.18,,1647bd37
632,JA Sinclair,,Batter,204,9,7.65,,43057192
633,E Bosch,,Batter,204,9,7.71,,28d6c44d
634,K Mungroo,,Batter,204,7,7.53,,56feceb0
635,Jaweed Sadran,,Batter,203,10,7.66,,c1f05d1d
636,A Bishnoi,,Batter,203,12,7.83,,376557f7
637,GG Alta,,Batter,203,10,9.19,,c7bb2416
638,Zeeshan Ansari,,Batter,203,6,9.67,,36619795
639,Ameel Mauroof,,Batter,202,9,8.14,,1579d497
640,T Jamtsho,,Batter,202,6,7.01,,c01d1c0a
641,Abul Farhad,,Batter,201,15,7.79,,f7cb7c3a
642,J Proctor,,Batter,200,9,5.88,,01b0d0a4
643,Sandeep Goud,,Batter,199,8,8.62,,4e1c9f6e
644,JS Patel,,Batter,199,16,8.05,,f5821615
645,E Chigumbura,,Batter,198,12,9.18,,d2babdd5
646,SMA Priyanjan,,Batter,198,8,8.15,,fec50c96
647,J Jojo,,Batter,198,7,5.76,,d981a1de
648,Amandeep Singh,,Batter,198,9,7.06,,d0d32c30
649,V Mitari,,Batter,198,12,5.61,,3a82673c
650,Ali Raza,,Batter,198,12,8.76,,db51b9a0
651,Arjun Vinod,,Batter,198,5,8.52,,033e9d59
652,M Kpaka,,Batter,198,11,6.09,,c381cec5
653,Gaurav Mishra,,Batter,198,6,6.67,,507dd87f
654,R Ankad,,Batter,198,14,4.52,,5995707a
655,J Drysdale,,Batter,198,11,8.67,,23f94c02
656,H Khogiyani,,Batter,198,6,6.79,,b85c0597
657,J Ramanandi,,Batter,198,15,6.76,,f7ce2ff9
658,Soyeb Pendi,,Batter,198,14,5.30,,8d646b49
659,CD Barnwell,,Batter,198,8,9.42,,0d51e658
660,JA Warrican,,Batter,198,6,8.82,,cc23e91e
661,AJ Finch,,Batter,197,6,8.89,,b8d490fd
662,Nizakat Khan,,Batter,197,11,5.66,,e3eb9e46
663,Ilyas Ataullah,,Batter,197,10,8.25,,357484e9
664,N Nuntarach,,Batter,197,12,6.70,,9e3575ce
665,BJ McMullen,,Batter,197,7,8.80,,436c763a
666,Akhil Kumar,,Batter,196,10,7.32,,2feb5b8d
667,A Venkatesh,,Batter,194,17,6.43,,06b45b20
668,A Prashar,,Batter,194,12,5.72,,b18dbaff
669,JM Iradukunda,,Batter,193,9,6.81,,f58295c2
670,MP Yadav,,Batter,193,13,7.83,,b1ad996b
671,Nithish Kumar Reddy,,Batter,193,8,9.67,,aad0c365
672,M Aboagye,,Batter,192,9,7.03,,afe8ff08
673,N Rana,,Batter,192,10,8.28,,fb2d1dda
674,Sajad Ahmadzai,,Batter,192,9,6.91,,6978bff0
675,Aamir Lal,,Batter,192,14,6.06,,2472ad2c
676,I Mugisha,,Batter,192,8,7.03,,d3eedb51
677,S Stanikzay,,Batter,192,6,6.41,,c5445834
678,IC Simao,,Batter,192,6,7.31,,dcc76384
679,Mehboob Ali,,Batter,192,9,8.06,,f1e0417f
680,J Syed Mohammad,,Batter,192,8,8.72,,c64c2443
681,LA Doran,,Batter,192,8,7.53,,f201593c
682,SE Rutherford,,Batter,191,7,9.64,,d014d5ac
683,CS Delport,,Batter,191,10,8.51,,afa78c3a
684,SR Bhudia,,Batter,190,9,5.56,,e9173fb0
685,O Lutbayar,,Batter,190,6,9.85,,ccd88623
686,GH O'Brien,,Batter,189,10,5.71,,7bbeac6d
687,Harry Johnson,,Batter,189,9,8.25,,80b92515
688,A Kamboj,,Batter,189,10,8.67,,fcc21ace
689,Mohammad Shahzad,,Batter,188,8,7.72,,4c7df2c8
690,Aminul Islam,,Batter,188,12,7.50,,f8ce577b
691,B Balala,,Batter,188,4,8.78,,a2f8e873
692,B Akhil,,Batter,188,6,7.50,,af7dadf7
693,K Cawte,,Batter,187,10,6.90,,a2dd9236
694,W Ngowhuad,,Batter,187,17,9.02,,b8cd9955
695,JT Ball,,Batter,186,11,10.90,,3d0ed2f9
696,Afif Hossain,,Batter,186,10,7.87,,37138918
697,Mohamed Mahfooz,,Batter,186,10,6.74,,44f5a3e4
698,AE Paraam,,Batter,186,7,8.55,,b56f5b6f
699,Musawar Shah,,Batter,186,14,6.65,,d482c8b8
700,Waheed Ahmed,,Batter,186,7,6.94,,3df3f50b
701,HT Tector,,Batter,186,10,6.06,,59ea70a4
702,NSK Mehta,,Batter,186,9,6.32,,d516a95f
703,S Sandeep Warrier,,Batter,186,8,8.42,,cdc6bdba
704,AG Weligamage,,Batter,186,6,9.35,,747209e0
705,AB Kamara,,Batter,186,11,6.61,,3951be49
706,ML Castillo,,Batter,186,15,5.65,,9853b404
707,Ritik Tomar,,Batter,186,7,8.19,,6de51a8e
708,Azam Khalil,,Batter,186,9,5.61,,ff1e08eb
709,J Evans,,Batter,186,15,6.74,,027662be
710,Amal Jacob,,Batter,186,7,7.19,,5772882c
711,Yves Cyusa,,Batter,186,7,6.19,,b5aa28ce
712,A Beresford-Peirse,,Batter,186,5,7.58,,4e7d882f
713,JV Chand,,Batter,186,10,6.58,,59bff8c7
714,Arafat Sunny,,Batter,186,12,7.29,,1f7adc8a
715,Iqbal Hussain,,Batter,185,21,6.23,,b9fd3959
716,Asif Bevinje,,Batter,185,13,6.84,,9865ed99
717,Zaki Ul Hassan,,Batter,185,15,7.72,,1d6d8a8b
718,E Jabarkhel,,Batter,184,6,7.43,,21526a38
719,U Shantu,,Batter,184,16,5.09,,0e80e47d
720,PR Surve,,Batter,183,7,8.00,,206efeb1
721,GP Meade,,Batter,182,9,5.90,,3957a70a
722,JJ Nyambo,,Batter,182,8,6.63,,ffb3b559
723,Karma Dorji,,Batter,181,7,6.90,,80058153
724,JS Floros,,Batter,181,3,8.42,,79765f6f
725,SH Obed,,Batter,180,11,6.87,,f49c401e
726,P Bhart,,Batter,180,7,5.37,,0daf3ffc
727,NR Kumar,,Batter,180,7,6.87,,b3bad3f2
728,DJ Turkich,,Batter,180,11,4.40,,96013995
729,K Kubota,,Batter,180,13,4.63,,42581e6d
730,Adnan Mirza,,Batter,180,7,7.80,,745c3cbc
731,D Ganesh,,Batter,180,8,5.73,,84624717
732,Izaz Ali,,Batter,180,13,8.37,,8a4e101e
733,JL Tutty,,Batter,180,9,5.50,,11b37b2a
734,DAM Louis,,Batter,180,16,6.97,,b975210d
735,MDK Perera,,Batter,180,6,7.10,,5531248e
736,KL Nagarkoti,,Batter,180,5,9.33,,b4f5c2d9
737,Arif Yaqoob,,Batter,180,14,7.67,,6bb9e53b
738,Tian Sen Qun,,Batter,179,9,5.73,,3883402f
739,Iftikhar Kankhel,,Batter,179,13,8.51,,449d4f17
740,Nasir Hossain,,Batter,179,7,8.31,,6eea0b32
741,M Cope,,Batter,178,11,8.80,,c83c594d
742,N Krishna,,Batter,178,12,8.29,,c62a0327
743,Kamran Khan,,Batter,176,10,9.14,,922e3dcc
744,AC Douglas,,Batter,176,14,5.80,,f86ce673
745,T Amarmend,,Batter,176,8,8.05,,e76c8732
746,Jaspal Singh,,Batter,175,5,7.75,,adca37a2
747,Samiullah Rahmani,,Batter,175,12,6.75,,d5c38041
748,Shantanu Kaveri,,Batter,175,10,4.77,,091880f7
749,Abu Hider,,Batter,174,5,9.55,,31803fac
750,JL Denly,,Batter,174,9,7.62,,bdadf7da
751,CG Williams,,Batter,174,9,6.14,,e16e7347
752,HN Ya France,,Batter,174,6,6.38,,915264c2
753,Ashiqullah Said,,Batter,174,10,4.93,,407d13cc
754,NN Banner,,Batter,174,10,6.76,,0697b5a1
755,Sheikh Rasik,,Batter,174,7,6.38,,5f25b104
756,Luis Hermida,,Batter,174,12,6.07,,03beb59f
757,D Dewald,,Batter,174,8,6.31,,f97e4db3
758,ZB Lion-Cachet,,Batter,174,10,6.83,,d99de998
759,DPS Tyagi,,Batter,174,11,7.03,,d5f96736
760,SFS Cheema,,Batter,174,16,6.90,,507fc658
761,N Bidaisee,,Batter,174,10,7.76,,af5b6464
762,C Tchale,,Batter,174,6,8.10,,32a85e70
763,Ayaz Dadabhai,,Batter,174,11,5.41,,5c658441
764,Syed Rasel,,Batter,174,4,6.69,,b743f01b
765,JJ Krejza,,Batter,174,10,7.55,,047d9032
766,JRMVB Sanjaya,,Batter,173,9,8.08,,530b20e3
767,JW Chilia,,Batter,170,3,6.00,,479da8f9
768,M Labuschagne,,Batter,169,12,9.41,,fa433be6
769,Milind Kumar,,Batter,169,12,6.39,,b4296080
770,Chare Smith,,Batter,169,6,5.89,,4e1b7998
771,Imran Khalid,,Batter,169,10,6.71,,b8eddbdb
772,Z Groenewald,,Batter,168,8,5.61,,017faef2
773,Bashir Shah,,Batter,168,11,5.39,,3b282e51
774,S Vijayakumar,,Batter,168,12,7.29,,44c69e2b
775,Qadeer Ahmed,,Batter,168,7,8.11,,9ac1dc9f
776,GDR Eranga,,Batter,168,10,6.07,,95c434f7
777,J Albin,,Batter,168,6,10.21,,a4a53adf
778,SR Rocket,,Batter,168,6,7.57,,ee3bfb9b
779,A Husain,,Batter,168,9,5.79,,034d3c52
780,Shariz Ahmad,,Batter,168,8,7.79,,7595b47f
781,TK Lal,,Batter,168,7,5.82,,98dae38e
782,Waseem Yaqoob,,Batter,168,17,7.86,,06b387f1
783,Khin Aye,,Batter,168,7,8.39,,ad2efd29
784,Bukhar Illikkal,,Batter,168,5,6.89,,f4a2d087
785,AC Voges,,Batter,168,5,6.93,,864c199e
786,Z Evans,,Batter,168,13,9.93,,8528effb
787,WD Sheridan,,Batter,168,8,8.21,,25d12bb4
788,SSD Arachchige,,Batter,168,11,7.93,,c05f9d20
789,IDM Latin,,Batter,167,12,9.02,,78f719ea
790,S Pillai,,Batter,167,5,4.71,,927b34c9
791,L Bonner,,Batter,167,15,4.35,,fd94c29f
792,Aslam Bera,,Batter,167,6,7.01,,bf50e8de
793,S Burdekin,,Batter,166,15,7.16,,98e3f1de
794,S Koppolu,,Batter,165,6,9.05,,3346b14f
795,GI Hume,,Batter,164,11,9.15,,25550d06
796,SJ Hughes-Pinan,,Batter,164,8,3.80,,ca72ea31
797,JR Barry,,Batter,163,9,8.39,,9bc324b5
798,AK Gokoel,,Batter,163,11,5.71,,2fff8b43
799,DJM Moody,,Batter,163,9,7.99,,e1a867df
800,SHA Rance,,Batter,162,10,8.89,,69c994e4
801,Jay Odedra,,Batter,162,6,6.89,,526e006d
802,PWA Mulder,,Batter,162,9,8.22,,c96f6ac5
803,J Sebanja,,Batter,162,11,6.85,,1e78c51c
804,Niv Nagavkar,,Batter,162,6,6.52,,e2abcf16
805,Tashi Phuntsho,,Batter,162,13,4.26,,43d365ca
806,Bipin Kumar,,Batter,162,3,8.00,,c821e504
807,A Simelane,,Batter,162,8,9.70,,ebb74564
808,Noah Mead,,Batter,162,8,8.56,,0095a0e3
809,M Khojbariya,,Batter,162,7,6.04,,e1631e47
810,XSD Smith,,Batter,162,9,4.26,,f4f892a3
811,J Blades,,Batter,162,9,9.19,,af4a9a0a
812,Swapnil Singh,,Batter,162,7,8.78,,983f2f61
813,JK Reed,,Batter,162,12,9.59,,a8ad6e80
814,DYA Davis,,Batter,162,10,7.26,,74b02e0c
815,Pulina Tharanga,,Batter,162,8,8.04,,28d7f469
816,DM Gondaria,,Batter,161,10,5.89,,9048c17e
817,K Namchaikul,,Batter,161,10,5.40,,f4ccbe6f
818,MTMMJ Ave,,Batter,161,10,6.26,,00863408
819,AS Roy,,Batter,160,6,7.91,,e4cdf230
820,Nazmul Islam,,Batter,159,6,7.43,,6575e3bc
821,E Niyomugabo,,Batter,158,9,7.22,,2dcac6ff
822,M Gouws,,Batter,158,5,8.51,,018f6488
823,NA Karnik,,Batter,158,9,8.70,,835a58da
824,Bilal Masud,,Batter,157,8,6.42,,643e4882
825,AY Patel,,Batter,156,11,4.38,,fbd4f01f
826,K Gore,,Batter,156,10,5.58,,a6bab2a9
827,AAhan Achar,,Batter,156,6,5.85,,797f52cc
828,Abdul Wahid,,Batter,156,10,8.23,,40aea524
829,Atif Kamal,,Batter,156,11,6.88,,f8bd71c9
830,M Kadyan,,Batter,156,7,7.58,,c7aae1f0
831,DKD Warnakulasuriya,,Batter,156,12,6.27,,832b77c6
832,Shunan Ali,,Batter,156,10,6.35,,3b2ca392
833,R Drake,,Batter,156,5,9.04,,57b3c398
834,S Rukmal,,Batter,156,3,6.69,,f5be7b08
835,Ammar Khalid,,Batter,156,12,6.35,,af98bf5b
836,H Lin Oo,,Batter,156,10,8.00,,2e005bfd
837,Mohamed Ishmath,,Batter,156,5,6.81,,8c7b9bfc
838,Ahmed Aqeel,,Batter,156,5,6.50,,92f0e10e
839,R Dhakal,,Batter,156,6,7.54,,8399a7af
840,R Avery,,Batter,156,9,6.85,,094ebfb6
841,A Dhabe,,Batter,156,9,5.96,,5a0dbdeb
842,Nadeem Khan,,Batter,156,12,4.50,,8a28c5d4
843,Abdur Rehman,,Batter,156,11,6.73,,d094e7d1
844,N Vimukthi,,Batter,156,11,6.42,,b215a7be
845,Yair Nagavkar,,Batter,154,8,6.23,,138e30ab
846,O Isiyaku,,Batter,154,10,5.92,,4a0a532f
847,P Parameswaran,,Batter,154,9,8.30,,0c432afb
848,MD Gunathilaka,,Batter,153,6,7.10,,509a7ca1
849,G Mckeon,,Batter,153,8,5.84,,31366b7e
850,Syed Aqeel Israr,,Batter,153,8,5.29,,4286e899
851,K Kato-Stafford,,Batter,152,16,4.18,,e03ca117
852,DP Vijaykumar,,Batter,152,4,7.50,,acd4f5dc
853,JR Coleman,,Batter,152,11,6.63,,de6efa4a
854,P Jayawickrama,,Batter,151,5,7.71,,b7d1eadd
855,Farhad Reza,,Batter,151,5,9.85,,4948a447
856,PC Valthaty,,Batter,151,7,7.91,,25eeb281
857,TK Patel,,Batter,150,12,6.96,,95fcbfb7
858,S Bhari,,Batter,150,8,7.28,,28c7d721
859,RA Abolarin,,Batter,150,9,4.48,,ed524599
860,GT Taylor,,Batter,150,8,8.40,,c674f722
861,KB Ahir,,Batter,150,9,7.16,,214cf493
862,Salman Nazar,,Batter,150,12,5.96,,679af2e2
863,T Nightingale,,Batter,150,4,6.60,,51a125b3
864,Muhammad Fahim,,Batter,150,3,7.52,,5c57229d
865,BK Stroud,,Batter,150,7,5.52,,6577a6ad
866,Abubacarr Kuyateh,,Batter,150,6,7.68,,0ec45a9a
867,Jonte Smith,,Batter,150,12,5.40,,ae4d0b45
868,MP Ainsworth,,Batter,150,8,7.08,,ae4a47d8
869,Mayank Nagayach,,Batter,150,1,7.52,,e401f8a5
870,SB Bangar,,Batter,150,4,8.48,,0604ef16
871,AM Salvi,,Batter,150,7,7.60,,260fd380
872,TL Suman,,Batter,150,6,7.76,,aaa1b522
873,SCG MacGill,,Batter,150,7,6.48,,60dac349
874,MG Hogan,,Batter,150,5,8.16,,5da34add
875,KAR Hodge,,Batter,150,4,8.48,,49dc9cb4
876,DM Dupavillon,,Batter,150,10,8.12,,7cb2d9d2
877,S Colombage,,Batter,150,8,7.96,,4b6f6b73
878,Ma Qiancheng,,Batter,149,5,6.48,,91cc319d
879,Anand Rajan,,Batter,149,8,7.57,,d2340a43
880,C Wickramasinghe,,Batter,148,8,9.32,,a5c48ed1
881,RG Aga,,Batter,148,11,5.35,,2fdd16fe
882,Hunain Shah,,Batter,148,8,8.68,,3b8679bf
883,DC Delany,,Batter,147,7,7.71,,0f9c9d1d
884,S di Bartolomeo,,Batter,147,13,5.14,,823a57a9
885,Mohammed Irshad,,Batter,147,14,7.63,,1a54d618
886,G Venkateswaran,,Batter,146,7,9.70,,a4bcaba7
887,Haider Butt,,Batter,146,12,7.44,,14fd10b5
888,KTH Ratnayake,,Batter,146,7,6.74,,4eb02f2e
889,Izatullah Dawlatzai,,Batter,145,5,5.92,,f96933f0
890,TAM Siriwardana,,Batter,144,8,8.88,,bf7842c9
891,Imran Haider,,Batter,144,5,8.08,,0226b73a
892,LC Le Tissier,,Batter,144,10,5.54,,c471750e
893,Rizwan Cheema,,Batter,144,5,7.50,,3a026eb4
894,Robert Raina,,Batter,144,16,5.62,,8e38d470
895,Sami Ullah,,Batter,144,12,6.50,,ad05692c
896,S Tosic,,Batter,144,8,10.67,,1c40f69f
897,MMR Obili,,Batter,144,4,6.92,,88228580
898,MGSM Fernando,,Batter,144,9,4.83,,658c2e71
899,LA Simango,,Batter,144,9,6.17,,16084b50
900,BS Stephenson,,Batter,144,7,5.83,,db571b24
901,Kim Daeyeon,,Batter,144,10,8.04,,4a51c045
902,Andre Jarju,,Batter,144,7,9.50,,53dd7d8e
903,R Athapaththu,,Batter,144,11,6.88,,3465e307
904,F Khaliq,,Batter,144,8,5.79,,c17dcc29
905,Ali Hussain,,Batter,144,3,9.00,,b8fe81be
906,M Vandrasi,,Batter,144,9,7.04,,e82543d5
907,Kawsar Khan,,Batter,144,10,5.25,,a14b3bc0
908,Ronald Ebanks,,Batter,144,10,4.21,,e21ef7ec
909,R Hashu,,Batter,144,17,6.42,,a53029a1
910,Ibtisam Sheikh,,Batter,144,9,7.38,,a6fc52a9
911,JA Davies,,Batter,144,7,6.96,,5cdf8304
912,DJ Pattinson,,Batter,144,6,7.33,,3fe2db87
